Customer_id,checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,bureau_score,job,num_dependents,own_telephone,foreign_worker,Spend_debit_card,class
1190,>=200,24,no credits/all paid,education,15384,>=1000,<1,2,male single,none,3,car,33,bank,own,260,unskilled resident,1,none,yes,4382,good
1191,>=200,35,no credits/all paid,education,1877,<100,4<=X<7,4,male single,none,4,life insurance,51,bank,own,380,unemp/unskilled non res,14,yes,yes,2341,bad
1192,>=200,67,no credits/all paid,education,4859,500<=X<1000,<1,3,male div/sep,none,2,car,57,stores,own,50,skilled,8,yes,yes,1526,bad
1193,>=200,63,no credits/all paid,education,15310,500<=X<1000,<1,4,male mar/wid,none,3,no known property,47,bank,own,90,skilled,5,none,no,4344,bad
1194,>=200,50,critical/other existing credit,education,18344,500<=X<1000,4<=X<7,1,male div/sep,none,4,life insurance,61,bank,own,480,skilled,6,yes,no,315,bad
1195,>=200,38,delayed previously,education,984,500<=X<1000,>=7,2,male div/sep,none,4,life insurance,63,stores,own,350,skilled,5,yes,yes,3957,bad
1196,>=200,39,no credits/all paid,education,2057,>=1000,>=7,3,male div/sep,none,1,car,54,none,own,280,skilled,9,yes,yes,6,good
1197,>=200,31,no credits/all paid,education,9657,<100,<1,3,male mar/wid,none,3,no known property,48,stores,own,220,unskilled resident,8,none,yes,1881,bad
1198,>=200,6,critical/other existing credit,education,1047,<100,1<=X<4,2,female div/dep/mar,none,4,life insurance,50,none,own,10,unskilled resident,1,none,yes,1841,good
1199,>=200,25,existing paid,education,880,<100,unemployed,3,male div/sep,none,2,no known property,67,stores,own,180,unemp/unskilled non res,3,none,yes,3647,good
1200,>=200,18,delayed previously,education,1293,>=1000,unemployed,4,male div/sep,none,2,life insurance,62,none,own,200,unemp/unskilled non res,10,none,no,4171,good
1201,>=200,12,no credits/all paid,education,15147,500<=X<1000,>=7,1,male div/sep,none,4,life insurance,50,stores,own,170,unskilled resident,7,none,yes,588,good
1202,>=200,34,critical/other existing credit,education,2799,100<=X<500,<1,3,male div/sep,none,4,real estate,20,stores,own,30,high qualif/self emp/mgmt,9,yes,no,1460,good
1203,>=200,37,all paid,education,11719,>=1000,<1,1,male div/sep,none,2,car,28,stores,own,460,high qualif/self emp/mgmt,1,yes,yes,529,good
1204,>=200,39,all paid,education,2886,100<=X<500,unemployed,1,male single,none,1,real estate,23,bank,own,420,skilled,6,none,yes,3126,good
1205,>=200,43,delayed previously,education,13382,100<=X<500,unemployed,4,male div/sep,none,4,life insurance,63,none,own,280,unemp/unskilled non res,2,none,no,1731,good
1206,>=200,42,delayed previously,education,15720,<100,<1,1,male div/sep,none,3,car,74,stores,own,70,skilled,2,none,no,801,good
1207,>=200,20,all paid,education,5511,<100,1<=X<4,2,male div/sep,none,3,life insurance,43,stores,own,280,unskilled resident,13,none,yes,1813,good
1208,>=200,12,critical/other existing credit,education,18405,>=1000,<1,4,male div/sep,none,4,life insurance,41,stores,own,460,high qualif/self emp/mgmt,4,none,yes,3249,good
1209,>=200,11,no credits/all paid,education,7271,500<=X<1000,>=7,2,male div/sep,none,3,car,48,stores,own,220,skilled,10,none,no,402,good
1210,>=200,48,no credits/all paid,education,15231,100<=X<500,unemployed,1,male single,none,3,car,20,bank,own,360,unemp/unskilled non res,11,yes,yes,1087,good
1211,>=200,41,all paid,education,3937,>=1000,>=7,4,male div/sep,none,3,no known property,34,none,own,290,skilled,10,yes,no,4558,good
1212,>=200,25,all paid,education,3761,500<=X<1000,>=7,4,male mar/wid,none,3,real estate,63,stores,own,420,unskilled resident,1,yes,yes,4375,good
1213,>=200,21,critical/other existing credit,education,2319,<100,<1,2,male div/sep,none,1,car,33,none,rent,10,skilled,1,none,yes,3245,bad
1214,>=200,33,critical/other existing credit,education,713,<100,<1,3,male mar/wid,none,4,life insurance,45,bank,rent,290,skilled,6,yes,no,237,bad
1215,>=200,9,critical/other existing credit,education,9891,500<=X<1000,<1,3,male mar/wid,none,2,no known property,65,none,rent,290,unemp/unskilled non res,12,none,no,1574,bad
1216,>=200,66,all paid,education,15473,500<=X<1000,<1,3,male div/sep,none,3,car,72,bank,rent,250,skilled,2,none,yes,3407,bad
1217,>=200,11,no credits/all paid,education,12226,500<=X<1000,4<=X<7,2,male single,none,2,no known property,33,stores,rent,180,skilled,7,none,yes,3669,good
1218,>=200,60,delayed previously,education,2118,500<=X<1000,4<=X<7,2,male single,none,4,car,60,none,rent,430,unemp/unskilled non res,8,yes,no,2508,bad
1219,>=200,17,all paid,education,7564,500<=X<1000,>=7,3,male div/sep,none,4,car,53,none,rent,180,unskilled resident,12,yes,yes,4086,bad
1220,>=200,44,no credits/all paid,education,9636,100<=X<500,unemployed,2,male div/sep,none,1,real estate,67,stores,rent,430,high qualif/self emp/mgmt,6,none,yes,2077,bad
1221,>=200,56,no credits/all paid,education,7615,500<=X<1000,1<=X<4,4,male div/sep,none,3,no known property,35,none,rent,50,unemp/unskilled non res,7,none,yes,2502,good
1222,>=200,56,all paid,education,9265,<100,1<=X<4,3,male mar/wid,none,2,no known property,62,stores,rent,410,unskilled resident,1,none,no,4735,bad
1223,>=200,48,no credits/all paid,education,5944,100<=X<500,1<=X<4,1,male div/sep,none,4,life insurance,54,stores,rent,150,unskilled resident,5,none,no,2995,good
1224,>=200,44,all paid,education,8939,500<=X<1000,4<=X<7,1,male mar/wid,none,2,life insurance,50,stores,rent,150,unemp/unskilled non res,11,none,no,2089,bad
1225,>=200,35,all paid,education,4138,500<=X<1000,1<=X<4,2,male mar/wid,none,3,no known property,56,stores,rent,50,unemp/unskilled non res,3,yes,yes,3607,bad
1226,>=200,15,existing paid,education,392,<100,<1,4,female div/dep/mar,none,4,life insurance,23,none,rent,10,skilled,1,yes,yes,1325,good
1227,>=200,15,existing paid,education,1905,<100,>=7,4,male single,none,4,car,40,none,rent,10,high qualif/self emp/mgmt,1,yes,yes,1956,good
1228,>=200,30,no credits/all paid,education,13190,<100,unemployed,3,male single,none,3,real estate,21,stores,rent,270,high qualif/self emp/mgmt,11,yes,yes,4321,good
1229,>=200,14,delayed previously,education,5298,500<=X<1000,4<=X<7,1,male div/sep,none,2,no known property,68,bank,rent,120,unskilled resident,2,none,yes,4061,good
1230,>=200,39,all paid,education,6451,500<=X<1000,unemployed,1,male div/sep,none,3,no known property,29,stores,rent,480,unskilled resident,10,yes,yes,4407,good
1231,>=200,15,critical/other existing credit,education,3168,500<=X<1000,4<=X<7,1,male div/sep,none,4,no known property,33,stores,rent,350,unskilled resident,4,none,yes,590,good
1232,>=200,20,all paid,education,14216,<100,>=7,1,male single,none,1,life insurance,54,bank,rent,150,skilled,14,none,no,3457,good
1233,>=200,34,no credits/all paid,education,17811,>=1000,1<=X<4,3,male mar/wid,none,2,life insurance,71,none,rent,60,unemp/unskilled non res,13,yes,no,3940,good
1234,>=200,45,all paid,education,9727,<100,unemployed,1,male div/sep,none,4,real estate,40,stores,rent,430,high qualif/self emp/mgmt,14,none,no,1395,good
1235,>=200,25,no credits/all paid,education,6107,500<=X<1000,<1,2,male mar/wid,none,1,real estate,70,none,rent,180,high qualif/self emp/mgmt,5,yes,no,490,good
1236,>=200,7,all paid,education,10616,500<=X<1000,1<=X<4,3,male single,none,2,life insurance,32,none,rent,200,unemp/unskilled non res,13,yes,yes,565,good
1237,>=200,27,no credits/all paid,education,4505,100<=X<500,<1,2,male mar/wid,none,3,car,28,stores,rent,450,high qualif/self emp/mgmt,9,yes,no,2105,good
1238,>=200,19,no credits/all paid,education,2064,500<=X<1000,<1,3,male single,none,1,car,55,bank,rent,80,high qualif/self emp/mgmt,5,yes,no,13,good
1239,>=200,6,no credits/all paid,education,4128,500<=X<1000,>=7,3,male mar/wid,none,1,life insurance,37,bank,rent,280,unskilled resident,14,yes,yes,3667,good
1240,>=200,59,no credits/all paid,furniture/equipment,11177,500<=X<1000,unemployed,3,male div/sep,co applicant,1,real estate,25,none,for free,470,unskilled resident,2,none,yes,4380,bad
1241,>=200,11,no credits/all paid,furniture/equipment,14697,100<=X<500,4<=X<7,4,male single,co applicant,4,no known property,41,none,for free,430,skilled,6,none,no,1672,good
1242,>=200,27,critical/other existing credit,furniture/equipment,10631,500<=X<1000,>=7,2,male div/sep,co applicant,3,car,49,none,for free,90,unemp/unskilled non res,14,none,yes,323,bad
1243,>=200,6,critical/other existing credit,furniture/equipment,15090,500<=X<1000,<1,4,male div/sep,co applicant,2,car,23,bank,for free,80,unemp/unskilled non res,8,yes,yes,1059,good
1244,>=200,64,all paid,furniture/equipment,16281,100<=X<500,<1,4,male single,co applicant,3,car,49,stores,for free,220,unskilled resident,14,none,no,1136,good
1245,>=200,33,all paid,furniture/equipment,4451,500<=X<1000,<1,4,male div/sep,co applicant,1,car,55,bank,for free,440,high qualif/self emp/mgmt,14,none,no,3081,good
1246,>=200,19,no credits/all paid,furniture/equipment,3793,<100,4<=X<7,1,male div/sep,co applicant,1,car,43,stores,for free,140,unskilled resident,1,yes,no,862,good
1247,>=200,12,no credits/all paid,furniture/equipment,4660,100<=X<500,unemployed,4,male div/sep,co applicant,2,life insurance,32,none,for free,60,unskilled resident,8,yes,yes,4163,good
1248,>=200,35,all paid,furniture/equipment,17538,500<=X<1000,>=7,3,male div/sep,co applicant,4,life insurance,69,bank,for free,380,high qualif/self emp/mgmt,3,none,yes,3831,good
1249,>=200,10,all paid,furniture/equipment,9105,500<=X<1000,4<=X<7,1,male div/sep,co applicant,3,no known property,71,bank,for free,200,unskilled resident,9,none,no,3037,good
1250,>=200,59,no credits/all paid,furniture/equipment,3078,>=1000,4<=X<7,1,male div/sep,co applicant,1,life insurance,67,bank,for free,220,unemp/unskilled non res,8,none,no,4299,good
1251,>=200,26,critical/other existing credit,furniture/equipment,797,100<=X<500,<1,1,male mar/wid,co applicant,2,life insurance,30,none,own,50,unemp/unskilled non res,3,none,yes,2351,bad
1252,>=200,48,all paid,furniture/equipment,4926,500<=X<1000,1<=X<4,2,male div/sep,co applicant,4,real estate,67,stores,own,40,unemp/unskilled non res,8,none,no,823,bad
1253,>=200,12,critical/other existing credit,furniture/equipment,7285,>=1000,>=7,2,male mar/wid,co applicant,3,no known property,65,bank,own,480,unskilled resident,5,yes,no,4627,bad
1254,>=200,11,critical/other existing credit,furniture/equipment,18066,500<=X<1000,unemployed,2,male single,co applicant,2,car,44,none,own,360,unemp/unskilled non res,8,none,no,423,bad
1255,>=200,15,no credits/all paid,furniture/equipment,14202,500<=X<1000,unemployed,3,male div/sep,co applicant,1,car,58,stores,own,70,high qualif/self emp/mgmt,5,yes,no,4557,bad
1256,>=200,44,no credits/all paid,furniture/equipment,15619,>=1000,>=7,3,male div/sep,co applicant,2,real estate,22,none,own,390,high qualif/self emp/mgmt,4,none,yes,1099,good
1257,>=200,68,no credits/all paid,furniture/equipment,18127,100<=X<500,unemployed,4,male div/sep,co applicant,4,car,53,stores,own,90,high qualif/self emp/mgmt,8,none,yes,1156,bad
1258,>=200,37,all paid,furniture/equipment,13372,100<=X<500,unemployed,1,male mar/wid,co applicant,4,car,61,stores,own,220,high qualif/self emp/mgmt,10,none,yes,531,bad
1259,>=200,4,no credits/all paid,furniture/equipment,6491,500<=X<1000,unemployed,1,male mar/wid,co applicant,3,life insurance,29,bank,own,240,unskilled resident,10,none,no,2436,bad
1260,>=200,62,all paid,furniture/equipment,6079,>=1000,4<=X<7,1,male div/sep,co applicant,2,real estate,46,none,own,80,skilled,12,none,no,1822,good
1261,>=200,70,no credits/all paid,furniture/equipment,10852,100<=X<500,1<=X<4,4,male single,co applicant,2,car,69,stores,own,450,unskilled resident,4,none,yes,1974,bad
1262,>=200,29,no credits/all paid,furniture/equipment,8991,500<=X<1000,<1,2,male div/sep,co applicant,2,life insurance,61,bank,own,400,skilled,6,yes,yes,1377,good
1263,>=200,14,delayed previously,furniture/equipment,3471,>=1000,4<=X<7,3,male mar/wid,co applicant,2,life insurance,54,none,own,140,unskilled resident,9,none,no,719,good
1264,>=200,54,delayed previously,furniture/equipment,9242,500<=X<1000,4<=X<7,2,male div/sep,co applicant,1,no known property,57,bank,own,410,unemp/unskilled non res,10,none,yes,4067,good
1265,>=200,46,all paid,furniture/equipment,12283,500<=X<1000,<1,3,male mar/wid,co applicant,4,car,40,stores,own,410,skilled,7,yes,yes,1237,good
1266,>=200,24,critical/other existing credit,furniture/equipment,1163,<100,<1,3,male div/sep,co applicant,1,no known property,71,none,own,390,skilled,8,none,no,292,good
1267,>=200,11,delayed previously,furniture/equipment,13326,500<=X<1000,<1,1,male mar/wid,co applicant,4,real estate,32,none,own,450,unemp/unskilled non res,12,none,yes,4104,good
1268,>=200,39,delayed previously,furniture/equipment,3492,500<=X<1000,>=7,3,male div/sep,co applicant,1,life insurance,62,none,own,290,unemp/unskilled non res,3,none,yes,468,good
1269,>=200,6,all paid,furniture/equipment,15730,500<=X<1000,1<=X<4,2,male div/sep,co applicant,4,car,56,bank,own,360,high qualif/self emp/mgmt,10,none,no,2066,good
1270,>=200,51,delayed previously,furniture/equipment,11454,500<=X<1000,<1,1,male div/sep,co applicant,3,real estate,55,bank,own,190,high qualif/self emp/mgmt,9,none,yes,2615,good
1271,>=200,67,no credits/all paid,furniture/equipment,7140,>=1000,unemployed,2,male mar/wid,co applicant,3,car,24,bank,own,90,unskilled resident,13,yes,yes,2518,good
1272,>=200,26,delayed previously,furniture/equipment,17697,100<=X<500,<1,2,male mar/wid,co applicant,2,real estate,24,none,own,150,unemp/unskilled non res,3,none,no,3764,good
1273,>=200,63,all paid,furniture/equipment,8188,500<=X<1000,<1,1,male mar/wid,co applicant,3,car,31,bank,own,370,unskilled resident,3,yes,no,4521,good
1274,>=200,38,delayed previously,furniture/equipment,479,no known savings,unemployed,4,male mar/wid,co applicant,1,no known property,55,bank,rent,180,unemp/unskilled non res,1,none,yes,3815,bad
1275,>=200,34,no credits/all paid,furniture/equipment,7718,100<=X<500,unemployed,2,male single,co applicant,4,car,66,bank,rent,40,skilled,14,yes,no,4399,bad
1276,>=200,51,all paid,furniture/equipment,1785,500<=X<1000,>=7,4,male single,co applicant,4,life insurance,48,stores,rent,20,unemp/unskilled non res,7,yes,no,4552,bad
1277,>=200,60,critical/other existing credit,furniture/equipment,1907,>=1000,<1,4,male div/sep,co applicant,1,car,19,stores,rent,270,unskilled resident,1,none,no,3034,bad
1278,>=200,30,no credits/all paid,furniture/equipment,3727,>=1000,1<=X<4,2,male div/sep,co applicant,2,no known property,28,bank,rent,270,high qualif/self emp/mgmt,2,none,no,3477,bad
1279,>=200,65,no credits/all paid,furniture/equipment,17905,100<=X<500,1<=X<4,2,male single,co applicant,3,life insurance,49,stores,rent,440,high qualif/self emp/mgmt,5,yes,yes,494,bad
1280,>=200,29,critical/other existing credit,furniture/equipment,2791,<100,1<=X<4,2,male mar/wid,co applicant,2,no known property,19,none,rent,360,unemp/unskilled non res,10,none,yes,2984,bad
1281,>=200,70,all paid,furniture/equipment,12763,500<=X<1000,<1,2,male div/sep,co applicant,1,real estate,21,none,rent,90,unemp/unskilled non res,13,none,no,195,bad
1282,>=200,28,delayed previously,furniture/equipment,13554,100<=X<500,4<=X<7,1,male div/sep,co applicant,1,life insurance,60,none,rent,40,unskilled resident,12,yes,no,1035,bad
1283,>=200,54,no credits/all paid,furniture/equipment,7832,500<=X<1000,unemployed,3,male div/sep,co applicant,3,real estate,45,none,rent,190,high qualif/self emp/mgmt,8,yes,yes,828,bad
1284,>=200,24,critical/other existing credit,furniture/equipment,3617,no known savings,>=7,4,male single,co applicant,4,no known property,20,none,rent,20,skilled,1,none,yes,1431,good
1285,>=200,5,all paid,furniture/equipment,6005,>=1000,unemployed,1,male div/sep,co applicant,2,real estate,54,none,rent,70,unskilled resident,1,none,yes,4239,good
1286,>=200,56,no credits/all paid,furniture/equipment,2141,<100,>=7,2,male single,co applicant,2,real estate,46,stores,rent,270,unskilled resident,7,none,no,1268,good
1287,>=200,50,delayed previously,furniture/equipment,3552,<100,unemployed,2,male div/sep,co applicant,4,car,74,stores,rent,410,skilled,11,yes,yes,2709,good
1288,>=200,24,no credits/all paid,furniture/equipment,6034,500<=X<1000,4<=X<7,4,male div/sep,co applicant,1,car,27,stores,rent,150,unemp/unskilled non res,13,yes,yes,194,good
1289,>=200,7,all paid,furniture/equipment,15512,<100,>=7,1,male mar/wid,co applicant,4,car,23,bank,rent,120,high qualif/self emp/mgmt,10,none,yes,3319,good
1290,>=200,8,no credits/all paid,furniture/equipment,5051,500<=X<1000,1<=X<4,2,male single,co applicant,4,real estate,29,stores,rent,340,unemp/unskilled non res,11,yes,yes,872,good
1291,>=200,52,no credits/all paid,furniture/equipment,13265,500<=X<1000,4<=X<7,2,male div/sep,co applicant,3,no known property,36,none,rent,280,unskilled resident,13,none,yes,1970,good
1292,>=200,51,existing paid,furniture/equipment,387,<100,<1,3,male mar/wid,guarantor,3,no known property,30,stores,for free,70,unskilled resident,4,none,no,3074,bad
1293,>=200,71,no credits/all paid,furniture/equipment,14532,>=1000,4<=X<7,2,male div/sep,guarantor,2,life insurance,71,bank,for free,440,unemp/unskilled non res,9,none,yes,2607,bad
